,time,open,high,low,close,tick_volume,spread,real_volume
0,1546387200,3776.4,3875.24,3746.32,3860.78,2241708,0,5130062
1,1546473600,3860.78,3891.23,3735.28,3770.96,7253573,0,6835392
2,1546560000,3770.96,3826.24,3706.38,3810.35,30337620,0,6835366
3,1546819200,4008.2,4046.24,3945.24,3981.47,3247554,0,6871753
4,1546905600,3981.47,4087.36,3926.25,3976.13,1649465,0,6835387
5,1546992000,3976.13,4020.11,3941.16,3980.24,2452244,0,6840103
6,1547078400,3980.24,4010.75,3547.23,3607.36,8099624,0,6840258
7,1547164800,3607.36,3673.81,3564.58,3625.41,16954717,0,6840198
8,1547424000,3492.05,3686.69,3470.71,3640.6,1652520,0,6840134
9,1547510400,3640.6,3662.64,3521.46,3544.66,3252446,0,6835409
10,1547596800,3544.66,3642.97,3543.93,3579.48,1651038,0,6835494
11,1547683200,3579.48,3634.04,3521.3,3601.15,3250591,0,6840105
12,1547769600,3601.15,3626.72,3554.42,3588.63,2449448,0,6840171
13,1548028800,3515.45,3544.94,3482.49,3497.5,2451643,0,6840151
14,1548115200,3497.5,3587.53,3402.36,3549.88,10772862,0,6835359
15,1548201600,3549.88,3589.22,3498.51,3521.29,1651960,0,6840203
16,1548288000,3521.29,3572.07,3504.88,3547.24,4052829,0,6840137
17,1548374400,3547.24,3554.75,3490.64,3534.75,2454167,0,6835422
18,1548633600,3517.3,3519.0,3348.39,3392.98,1651888,0,6840099
19,1548720000,3392.98,3417.2,3317.93,3377.53,8052660,0,6835329
20,1548806400,3377.49,3435.44,3349.37,3408.75,4048838,0,6840090
21,1548892800,3408.75,3448.57,3372.38,3393.54,853227,0,6840127
22,1548979200,3393.54,3432.37,3350.26,3425.32,1652827,0,6835363
23,1549238400,3371.25,3411.6,3369.05,3393.46,2448519,0,6840262
24,1549324800,3393.46,3406.23,3375.81,3399.04,3250885,0,6840255
25,1549411200,3399.04,3420.3,3313.96,3342.5,3246846,0,6835372
26,1549497600,3342.5,3356.67,3329.2,3335.44,4852052,0,6840149
27,1549584000,3335.44,3685.79,3319.48,3571.8,2453256,0,6835340
28,1549843200,3581.97,3630.52,3555.63,3568.13,3249858,0,6840206
29,1549929600,3568.13,3594.75,3526.25,3553.66,8529513,0,6835383
30,1550016000,3553.66,3604.24,3537.46,3547.85,6449894,0,6840130
31,1550102400,3547.85,3565.6,3512.85,3546.54,10449202,0,6840208
32,1550188800,3546.54,3591.9,3522.45,3540.97,1649330,0,6840190
33,1550448000,3561.99,3891.24,3561.53,3828.27,3255119,0,6840074
34,1550534400,3828.27,3947.15,3806.75,3863.24,4054244,0,6835345
35,1550620800,3863.24,3939.35,3841.92,3890.0,8051289,0,6835315
36,1550707200,3890.0,3963.73,3844.71,3873.9,3250473,0,6840148
37,1550793600,3873.9,3931.99,3862.15,3918.19,2450890,0,6840154
38,1551052800,3763.32,3836.24,3706.0,3781.05,3251510,0,6840088
39,1551139200,3781.05,3806.24,3741.29,3766.05,3250896,0,6833732
40,1551225600,3766.05,3799.54,3633.55,3725.48,4049070,0,6835405
41,1551312000,3725.48,3863.02,3719.17,3778.78,2451862,0,6835408
42,1551398400,3778.78,3819.24,3762.55,3805.99,2446249,0,6835422
43,1551657600,3752.48,3781.69,3648.3,3676.84,8692389,0,6878662
44,1551744000,3676.84,3850.24,3657.98,3810.5,4053833,0,6835405
45,1551830400,3810.5,3869.89,3786.32,3821.7,4052173,0,6840085
